"","ID","Benchmark","Exe Time","Exec Conf","Running Cost $","Net","Disk","Maps","IO SFac","Rep","IO FBuf","Comp","Blk size","Cluster","Histogram","PARAVER","End time"
"308","308","dfsioe_write","770","20140901_000547_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140901_000547_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_write","308","20140901012048"
"307","307","dfsioe_read","2530","20140901_000547_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140901_000547_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_read","307","20140901010516"
"305","305","pagerank","1461","20140831_232149_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_232149_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/pagerank","305","20140901000311"
"304","304","sort","1093","20140831_224622_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_224622_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/sort","304","20140831231857"
"302","302","wordcount","1655","20140831_215912_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_215912_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/wordcount","302","20140831224322"
"299","299","kmeans","1694","20140831_211558_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_211558_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/kmeans","299","20140831215605"
"297","297","dfsioe_write","838","20140831_193921_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_193921_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/dfsioe_write","297","20140831205729"
"296","296","dfsioe_read","2656","20140831_193921_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_193921_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/dfsioe_read","296","20140831204037"
"294","294","pagerank","1425","20140831_185625_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_185625_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/pagerank","294","20140831193642"
"293","293","sort","832","20140831_182435_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/sort","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_182435_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/sort","293","20140831185302"
"291","291","wordcount","1754","20140831_173531_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_173531_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/wordcount","291","20140831182112"
"288","288","kmeans","1825","20140831_164801_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_164801_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/kmeans","288","20140831173207"
"287","287","terasort","781","20140831_161926_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","ZLIB","32","al-03","20140831_161926_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z32_al-03/terasort","287","20140831164436"
"284","284","dfsioe_write","892","20140831_150012_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_150012_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_write","284","20140831161646"
"283","283","dfsioe_read","2482","20140831_150012_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_150012_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/dfsioe_read","283","20140831155910"
"281","281","pagerank","1443","20140831_141644_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_141644_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/pagerank","281","20140831145722"
"280","280","sort","724","20140831_134721_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_134721_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/sort","280","20140831141349"
"278","278","wordcount","1657","20140831_130002_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_130002_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/wordcount","278","20140831134410"
"275","275","kmeans","1696","20140831_121423_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_121423_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/kmeans","275","20140831125655"
"274","274","terasort","461","20140831_115207_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","ZLIB","64","al-03","20140831_115207_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z64_al-03/terasort","274","20140831121136"
"271","271","dfsioe_write","868","20140831_103251_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","None","256","al-03","20140831_103251_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/dfsioe_write","271","20140831114921"
"270","270","dfsioe_read","2571","20140831_103251_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","None","256","al-03","20140831_103251_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/dfsioe_read","270","20140831113213"
"269","269","sort","805","20140831_094756_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/sort","0.00","ETH","HDD","6","10","1","65536","None","256","al-03","20140831_094756_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/sort","269","20140831101540"
"267","267","wordcount","1735","20140831_085958_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","None","256","al-03","20140831_085958_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/wordcount","267","20140831094510"
"264","264","kmeans","1757","20140831_081508_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","None","256","al-03","20140831_081508_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/kmeans","264","20140831085704"
"263","263","terasort","457","20140831_075623_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","None","256","al-03","20140831_075623_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z256_al-03/terasort","263","20140831081245"
"257","257","pagerank","1500","20140831_065958_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","None","128","al-03","20140831_065958_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/pagerank","257","20140831074136"
"256","256","sort","833","20140831_062804_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/sort","0.00","ETH","HDD","6","10","1","65536","None","128","al-03","20140831_062804_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/sort","256","20140831065652"
"254","254","wordcount","1626","20140831_054207_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","None","128","al-03","20140831_054207_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/wordcount","254","20140831062510"
"250","250","terasort","456","20140831_050817_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","None","128","al-03","20140831_050817_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z128_al-03/terasort","250","20140831052808"
"247","247","dfsioe_write","858","20140831_034207_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_034207_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_write","247","20140831050530"
"246","246","dfsioe_read","2770","20140831_034207_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_034207_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_read","246","20140831044826"
"244","244","pagerank","1474","20140831_025729_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_025729_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/pagerank","244","20140831033915"
"243","243","sort","767","20140831_022713_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_022713_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/sort","243","20140831025423"
"241","241","wordcount","1650","20140831_014005_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_014005_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/wordcount","241","20140831022403"
"238","238","kmeans","1705","20140831_005514_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_005514_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/kmeans","238","20140831013714"
"237","237","terasort","585","20140831_003049_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140831_003049_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/terasort","237","20140831005223"
"234","234","dfsioe_write","803","20140830_231050_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","None","32","al-03","20140830_231050_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/dfsioe_write","234","20140831002740"
"233","233","dfsioe_read","2636","20140830_231050_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","None","32","al-03","20140830_231050_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/dfsioe_read","233","20140831001122"
"231","231","pagerank","1456","20140830_222702_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","None","32","al-03","20140830_222702_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/pagerank","231","20140830230756"
"230","230","sort","802","20140830_215609_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/sort","0.00","ETH","HDD","6","10","1","65536","None","32","al-03","20140830_215609_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/sort","230","20140830222349"
"228","228","wordcount","1749","20140830_210726_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","None","32","al-03","20140830_210726_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/wordcount","228","20140830215248"
"225","225","kmeans","1823","20140830_202155_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","None","32","al-03","20140830_202155_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z32_al-03/kmeans","225","20140830210403"
"223","223","dfsioe_write","915","20140830_184716_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140830_184716_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_write","223","20140830200331"
"222","222","dfsioe_read","2419","20140830_184716_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140830_184716_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/dfsioe_read","222","20140830194535"
"220","220","pagerank","1424","20140830_180401_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140830_180401_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/pagerank","220","20140830184433"
"219","219","sort","852","20140830_173230_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140830_173230_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/sort","219","20140830180057"
"217","217","wordcount","1655","20140830_164553_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140830_164553_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/wordcount","217","20140830172934"
"213","213","terasort","520","20140830_161121_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","None","64","al-03","20140830_161121_conf_ETH_HDD_b_m6_i10_r1_I65536_c0_z64_al-03/terasort","213","20140830163146"
"210","210","dfsioe_write","929","20140830_145149_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/dfsioe_write","0.00","ETH","HDD","8","10","1","65536","Snappy","256","al-03","20140830_145149_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/dfsioe_write","210","20140830160840"
"209","209","dfsioe_read","2559","20140830_145149_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/dfsioe_read","0.00","ETH","HDD","8","10","1","65536","Snappy","256","al-03","20140830_145149_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/dfsioe_read","209","20140830155032"
"207","207","pagerank","1464","20140830_140757_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/pagerank","0.00","ETH","HDD","8","10","1","65536","Snappy","256","al-03","20140830_140757_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/pagerank","207","20140830144912"
"206","206","sort","897","20140830_133733_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/sort","0.00","ETH","HDD","8","10","1","65536","Snappy","256","al-03","20140830_133733_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/sort","206","20140830140456"
"204","204","wordcount","1329","20140830_125834_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/wordcount","0.00","ETH","HDD","8","10","1","65536","Snappy","256","al-03","20140830_125834_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/wordcount","204","20140830133446"
"201","201","kmeans","1577","20140830_121801_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/kmeans","0.00","ETH","HDD","8","10","1","65536","Snappy","256","al-03","20140830_121801_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z256_al-03/kmeans","201","20140830125545"
"194","194","pagerank","1529","20140830_111234_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/pagerank","0.00","ETH","HDD","8","10","1","65536","Snappy","128","al-03","20140830_111234_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/pagerank","194","20140830115417"
"193","193","sort","786","20140830_104340_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/sort","0.00","ETH","HDD","8","10","1","65536","Snappy","128","al-03","20140830_104340_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/sort","193","20140830110935"
"191","191","wordcount","1350","20140830_100434_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/wordcount","0.00","ETH","HDD","8","10","1","65536","Snappy","128","al-03","20140830_100434_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/wordcount","191","20140830104103"
"187","187","terasort","451","20140830_093056_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/terasort","0.00","ETH","HDD","8","10","1","65536","Snappy","128","al-03","20140830_093056_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z128_al-03/terasort","187","20140830095019"
"184","184","dfsioe_write","848","20140830_081029_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/dfsioe_write","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_081029_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/dfsioe_write","184","20140830092759"
"183","183","dfsioe_read","2652","20140830_081029_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/dfsioe_read","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_081029_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/dfsioe_read","183","20140830091103"
"181","181","pagerank","1468","20140830_072629_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/pagerank","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_072629_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/pagerank","181","20140830080744"
"180","180","sort","790","20140830_065717_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/sort","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_065717_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/sort","180","20140830072315"
"178","178","wordcount","1384","20140830_061722_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/wordcount","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_061722_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/wordcount","178","20140830065407"
"174","174","terasort","482","20140830_054743_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/terasort","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_054743_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/terasort","174","20140830060416"
"168","168","pagerank","1578","20140830_045001_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/pagerank","0.00","ETH","HDD","8","10","1","65536","Snappy","32","al-03","20140830_045001_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/pagerank","168","20140830053253"
"167","167","sort","737","20140830_042129_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/sort","0.00","ETH","HDD","8","10","1","65536","Snappy","32","al-03","20140830_042129_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/sort","167","20140830044633"
"165","165","wordcount","1421","20140830_034038_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/wordcount","0.00","ETH","HDD","8","10","1","65536","Snappy","32","al-03","20140830_034038_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/wordcount","165","20140830041813"
"162","162","kmeans","1476","20140830_030015_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/kmeans","0.00","ETH","HDD","8","10","1","65536","Snappy","32","al-03","20140830_030015_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/kmeans","162","20140830033727"
"161","161","terasort","517","20140830_023927_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/terasort","0.00","ETH","HDD","8","10","1","65536","Snappy","32","al-03","20140830_023927_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z32_al-03/terasort","161","20140830025653"
"155","155","pagerank","1428","20140830_014411_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/pagerank","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_014411_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/pagerank","155","20140830022440"
"154","154","sort","704","20140830_011649_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/sort","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_011649_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/sort","154","20140830014120"
"152","152","wordcount","1373","20140830_003700_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/wordcount","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140830_003700_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/wordcount","152","20140830011352"
"149","149","kmeans","1324","20140829_235812_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/kmeans","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140829_235812_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/kmeans","149","20140830003416"
"148","148","terasort","452","20140829_233611_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/terasort","0.00","ETH","HDD","8","10","1","65536","Snappy","64","al-03","20140829_233611_conf_ETH_HDD_b_m8_i10_r1_I65536_c3_z64_al-03/terasort","148","20140829235538"
"145","145","dfsioe_write","836","20140829_222135_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/dfsioe_write","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_222135_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/dfsioe_write","145","20140829233319"
"144","144","dfsioe_read","2322","20140829_222135_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/dfsioe_read","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_222135_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/dfsioe_read","144","20140829231650"
"142","142","pagerank","1432","20140829_213841_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/pagerank","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_213841_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/pagerank","142","20140829221847"
"141","141","sort","830","20140829_210917_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/sort","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_210917_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/sort","141","20140829213547"
"139","139","wordcount","1336","20140829_203007_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/wordcount","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_203007_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/wordcount","139","20140829210642"
"136","136","kmeans","1561","20140829_194723_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/kmeans","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_194723_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/kmeans","136","20140829202721"
"135","135","terasort","426","20140829_192529_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/terasort","0.00","ETH","HDD","8","10","1","65536","BZIP2","256","al-03","20140829_192529_conf_ETH_HDD_b_m8_i10_r1_I65536_c2_z256_al-03/terasort","135","20140829194454"
