"","ID","Benchmark","Exe Time","Exec Conf","Running Cost $","Net","Disk","Maps","IO SFac","Rep","IO FBuf","Comp","Blk size","Cluster","Histogram","PARAVER","End time"
"4879","4879","dfsioe_read","3991","20150101_081243_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z256_S8_al-14/dfsioe_read","2.95","ETH","RL2","8","10","2","65536","BZIP2","256","al-14","20150101_081243_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z256_S8_al-14/dfsioe_read","4879","20150101094553"
"4878","4878","kmeans","2377","20150101_073402_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z64_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","BZIP2","64","al-15","20150101_073402_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z64_S8_al-15/kmeans","4878","20150101082442"
"4877","4877","pagerank","1828","20150101_072354_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z256_S8_al-14/pagerank","1.35","ETH","RL2","8","10","2","65536","BZIP2","256","al-14","20150101_072354_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z256_S8_al-14/pagerank","4877","20150101080849"
"4875","4875","kmeans","1629","20150101_062011_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z256_S8_al-14/kmeans","1.21","ETH","RL2","8","10","2","65536","BZIP2","256","al-14","20150101_062011_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z256_S8_al-14/kmeans","4875","20150101065902"
"4874","4874","dfsioe_read","4889","20150101_045656_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z32_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","BZIP2","32","al-15","20150101_045656_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z32_S8_al-15/dfsioe_read","4874","20150101063527"
"4871","4871","pagerank","2597","20150101_034902_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z32_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","BZIP2","32","al-15","20150101_034902_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z32_S8_al-15/pagerank","4871","20150101045345"
"4872","4872","kmeans","1465","20150101_041148_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z128_S8_al-14/kmeans","1.08","ETH","RL2","8","10","2","65536","BZIP2","128","al-14","20150101_041148_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z128_S8_al-14/kmeans","4872","20150101044801"
"4868","4868","dfsioe_read","3371","20150101_015139_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/dfsioe_read","2.49","ETH","RL2","8","10","2","65536","BZIP2","64","al-14","20150101_015139_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/dfsioe_read","4868","20150101031414"
"4864","4864","kmeans","442","20150101_002400_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/kmeans","0.33","ETH","RL2","8","10","2","65536","BZIP2","64","al-14","20150101_002400_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/kmeans","4864","20150101004316"
"4860","4860","dfsioe_read","3411","20141231_215728_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z32_S8_al-14/dfsioe_read","2.52","ETH","RL2","8","10","2","65536","BZIP2","32","al-14","20141231_215728_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z32_S8_al-14/dfsioe_read","4860","20141231232305"
"4858","4858","kmeans","2373","20141231_213547_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z64_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","BZIP2","64","al-15","20141231_213547_conf_ETH_HDD_b_m4_i10_r1_I65536_c2_z64_S8_al-15/kmeans","4858","20141231222645"
"4853","4853","dfsioe_read","3736","20141231_192625_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z256_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","256","al-15","20141231_192625_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z256_S8_al-15/dfsioe_read","4853","20141231204535"
"4855","4855","kmeans","1497","20141231_200744_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z32_S8_al-14/kmeans","1.11","ETH","RL2","8","10","2","65536","BZIP2","32","al-14","20141231_200744_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z32_S8_al-14/kmeans","4855","20141231204433"
"4852","4852","pagerank","2633","20141231_182213_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z256_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","256","al-15","20141231_182213_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z256_S8_al-15/pagerank","4852","20141231192253"
"4851","4851","dfsioe_read","3977","20141231_174723_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/dfsioe_read","2.94","ETH","RL2","8","10","2","65536","BZIP2","64","al-14","20141231_174723_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/dfsioe_read","4851","20141231192241"
"4849","4849","pagerank","1929","20141231_165701_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/pagerank","1.43","ETH","RL2","8","10","2","65536","BZIP2","64","al-14","20141231_165701_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/pagerank","4849","20141231174348"
"4847","4847","kmeans","1327","20141231_155600_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/kmeans","0.98","ETH","RL2","8","10","2","65536","BZIP2","64","al-14","20141231_155600_conf_ETH_RL2_b_m8_i10_r2_I65536_c2_z64_S8_al-14/kmeans","4847","20141231162955"
"4845","4845","kmeans","2381","20141231_152313_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z256_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","ZLIB","256","al-15","20141231_152313_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z256_S8_al-15/kmeans","4845","20141231161419"
"4843","4843","dfsioe_read","3036","20141231_135726_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z256_S8_al-14/dfsioe_read","2.25","ETH","RL2","8","10","2","65536","ZLIB","256","al-14","20141231_135726_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z256_S8_al-14/dfsioe_read","4843","20141231151446"
"4842","4842","dfsioe_read","3730","20141231_131155_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z128_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","128","al-15","20141231_131155_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z128_S8_al-15/dfsioe_read","4842","20141231143049"
"4839","4839","pagerank","2617","20141231_120225_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z128_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","128","al-15","20141231_120225_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z128_S8_al-15/pagerank","4839","20141231130821"
"4840","4840","kmeans","1644","20141231_121011_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z256_S8_al-14/kmeans","1.22","ETH","RL2","8","10","2","65536","ZLIB","256","al-14","20141231_121011_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z256_S8_al-14/kmeans","4840","20141231124902"
"4832","4832","kmeans","1455","20141231_092412_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z128_S8_al-14/kmeans","1.08","ETH","RL2","8","10","2","65536","ZLIB","128","al-14","20141231_092412_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z128_S8_al-14/kmeans","4832","20141231100011"
"4831","4831","kmeans","2270","20141231_090516_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z128_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","ZLIB","128","al-15","20141231_090516_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z128_S8_al-15/kmeans","4831","20141231095400"
"4828","4828","dfsioe_read","4030","20141231_065232_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z64_S8_al-14/dfsioe_read","2.98","ETH","RL2","8","10","2","65536","ZLIB","64","al-14","20141231_065232_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z64_S8_al-14/dfsioe_read","4828","20141231082752"
"4827","4827","dfsioe_read","4494","20141231_064418_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-15","20141231_064418_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/dfsioe_read","4827","20141231081618"
"4826","4826","pagerank","1966","20141231_060202_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z64_S8_al-14/pagerank","1.45","ETH","RL2","8","10","2","65536","ZLIB","64","al-14","20141231_060202_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z64_S8_al-14/pagerank","4826","20141231064901"
"4825","4825","pagerank","2590","20141231_053933_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-15","20141231_053933_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/pagerank","4825","20141231064024"
"4820","4820","kmeans","2363","20141231_033739_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-15","20141231_033739_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/kmeans","4820","20141231042821"
"4818","4818","dfsioe_read","2932","20141231_023629_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z32_S8_al-14/dfsioe_read","2.17","ETH","RL2","8","10","2","65536","ZLIB","32","al-14","20141231_023629_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z32_S8_al-14/dfsioe_read","4818","20141231035236"
"4815","4815","dfsioe_read","4233","20141231_011743_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","32","al-15","20141231_011743_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_S8_al-15/dfsioe_read","4815","20141231024524"
"4817","4817","pagerank","1999","20141231_014443_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z32_S8_al-14/pagerank","1.48","ETH","RL2","8","10","2","65536","ZLIB","32","al-14","20141231_014443_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z32_S8_al-14/pagerank","4817","20141231023255"
"4808","4808","dfsioe_read","6238","20141230_200150_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-15","20141230_200150_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/dfsioe_read","4808","20141230220341"
"4807","4807","pagerank","2562","20141230_185823_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-15","20141230_185823_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_S8_al-15/pagerank","4807","20141230195815"
"4802","4802","pagerank","2692","20141230_151324_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","None","256","al-15","20141230_151324_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_S8_al-15/pagerank","4802","20141230161644"
"4798","4798","dfsioe_read","4024","20141230_114430_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","128","al-15","20141230_114430_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_S8_al-15/dfsioe_read","4798","20141230130823"
"4797","4797","pagerank","2618","20141230_104012_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","None","128","al-15","20141230_104012_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_S8_al-15/pagerank","4797","20141230114059"
"4794","4794","kmeans","2282","20141230_073436_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","None","128","al-15","20141230_073436_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_S8_al-15/kmeans","4794","20141230082401"
"4791","4791","dfsioe_read","4092","20141230_051351_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","64","al-15","20141230_051351_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/dfsioe_read","4791","20141230063858"
"4790","4790","pagerank","2577","20141230_041011_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","None","64","al-15","20141230_041011_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/pagerank","4790","20141230051008"
"4788","4788","kmeans","2388","20141230_015654_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","None","64","al-15","20141230_015654_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/kmeans","4788","20141230024803"
"4786","4786","dfsioe_read","4470","20141229_233601_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_S8_al-15/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","32","al-15","20141229_233601_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_S8_al-15/dfsioe_read","4786","20141230010813"
"4785","4785","pagerank","2579","20141229_223258_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","None","32","al-15","20141229_223258_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_S8_al-15/pagerank","4785","20141229233223"
"4782","4782","kmeans","2615","20141229_192439_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","None","32","al-15","20141229_192439_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_S8_al-15/kmeans","4782","20141229201907"
"4780","4780","pagerank","2585","20141229_173850_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/pagerank","0.00","ETH","HDD","4","10","1","65536","None","64","al-15","20141229_173850_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/pagerank","4780","20141229183828"
"4777","4777","kmeans","2583","20141229_143550_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/kmeans","0.00","ETH","HDD","4","10","1","65536","None","64","al-15","20141229_143550_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_S8_al-15/kmeans","4777","20141229152952"
"4776","4776","dfsioe_read","5834","20141229_120954_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-15","20141229_120954_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_S8_al-15/dfsioe_read","4776","20141229140429"
"4775","4775","pagerank","2230","20141229_111129_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_S8_al-15/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-15","20141229_111129_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_S8_al-15/pagerank","4775","20141229120642"
"4771","4771","kmeans","2312","20141229_055006_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-15","20141229_055006_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_S8_al-15/kmeans","4771","20141229064017"
"4765","4765","dfsioe_read","5835","20141229_025859_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-15","20141229_025859_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/dfsioe_read","4765","20141229045544"
"4766","4766","kmeans","1329","20141229_031641_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z64_S8_al-14/kmeans","0.98","ETH","RL2","8","10","2","65536","ZLIB","64","al-14","20141229_031641_conf_ETH_RL2_b_m8_i10_r2_I65536_c1_z64_S8_al-14/kmeans","4766","20141229035056"
"4761","4761","dfsioe_read","4545","20141229_003217_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z256_S8_al-14/dfsioe_read","3.36","ETH","RL2","8","10","2","65536","None","256","al-14","20141229_003217_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z256_S8_al-14/dfsioe_read","4761","20141229021419"
"4759","4759","pagerank","1875","20141228_234331_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z256_S8_al-14/pagerank","1.39","ETH","RL2","8","10","2","65536","None","256","al-14","20141228_234331_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z256_S8_al-14/pagerank","4759","20141229002909"
"4758","4758","kmeans","2346","20141228_232627_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-15","20141228_232627_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/kmeans","4758","20141229001630"
"4752","4752","dfsioe_read","5894","20141228_203052_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-15","20141228_203052_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_S8_al-15/dfsioe_read","4752","20141228222747"
"4754","4754","kmeans","1597","20141228_211624_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z256_S8_al-14/kmeans","1.18","ETH","RL2","8","10","2","65536","None","256","al-14","20141228_211624_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z256_S8_al-14/kmeans","4754","20141228215514"
"4749","4749","dfsioe_read","3516","20141228_184609_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z128_S8_al-14/dfsioe_read","2.60","ETH","RL2","8","10","2","65536","None","128","al-14","20141228_184609_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z128_S8_al-14/dfsioe_read","4749","20141228201125"
"4748","4748","kmeans","2327","20141228_180323_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-15","20141228_180323_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_S8_al-15/kmeans","4748","20141228185404"
"4741","4741","dfsioe_read","6768","20141228_152318_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-15","20141228_152318_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/dfsioe_read","4741","20141228173404"
"4742","4742","pagerank","1849","20141228_154502_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z64_S8_al-14/pagerank","1.37","ETH","RL2","8","10","2","65536","None","64","al-14","20141228_154502_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z64_S8_al-14/pagerank","4742","20141228163000"
"4739","4739","pagerank","2477","20141228_142055_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-15","20141228_142055_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_S8_al-15/pagerank","4739","20141228151953"
"4740","4740","kmeans","1328","20141228_144547_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z64_S8_al-14/kmeans","0.98","ETH","RL2","8","10","2","65536","None","64","al-14","20141228_144547_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z64_S8_al-14/kmeans","4740","20141228151848"
"4736","4736","dfsioe_read","3438","20141228_121848_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z32_S8_al-14/dfsioe_read","2.54","ETH","RL2","8","10","2","65536","None","32","al-14","20141228_121848_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z32_S8_al-14/dfsioe_read","4736","20141228134722"
"4733","4733","pagerank","1902","20141228_112916_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z32_S8_al-14/pagerank","1.41","ETH","RL2","8","10","2","65536","None","32","al-14","20141228_112916_conf_ETH_RL2_b_m8_i10_r2_I65536_c0_z32_S8_al-14/pagerank","4733","20141228121513"
"4728","4728","dfsioe_read","7204","20141228_084724_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-15","20141228_084724_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_S8_al-15/dfsioe_read","4728","20141228110649"
"4722","4722","kmeans","2424","20141228_070636_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-15","20141228_070636_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_S8_al-15/kmeans","4722","20141228075843"
"4720","4720","dfsioe_read","3489","20141228_055942_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z256_S8_al-14/dfsioe_read","2.58","ETH","RL2","4","10","1","65536","Snappy","256","al-14","20141228_055942_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z256_S8_al-14/dfsioe_read","4720","20141228071527"
"4718","4718","dfsioe_read","7416","20141228_035156_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-15","20141228_035156_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_S8_al-15/dfsioe_read","4718","20141228061400"
"4719","4719","pagerank","2572","20141228_045544_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z256_S8_al-14/pagerank","1.90","ETH","RL2","4","10","1","65536","Snappy","256","al-14","20141228_045544_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z256_S8_al-14/pagerank","4719","20141228055541"
"4717","4717","kmeans","2328","20141228_033850_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z256_S8_al-14/kmeans","1.72","ETH","RL2","4","10","1","65536","Snappy","256","al-14","20141228_033850_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z256_S8_al-14/kmeans","4717","20141228042948"
"4716","4716","pagerank","2455","20141228_024930_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_S8_al-15/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-15","20141228_024930_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_S8_al-15/pagerank","4716","20141228034820"
"4710","4710","kmeans","2328","20141227_233832_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-15","20141227_233832_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_S8_al-15/kmeans","4710","20141228002838"
"4707","4707","dfsioe_read","3691","20141227_215022_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z32_S8_al-14/dfsioe_read","2.73","ETH","RL2","4","10","1","65536","Snappy","32","al-14","20141227_215022_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z32_S8_al-14/dfsioe_read","4707","20141227231042"
"4706","4706","pagerank","2608","20141227_213940_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_S8_al-15/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-15","20141227_213940_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_S8_al-15/pagerank","4706","20141227224158"
"4701","4701","kmeans","2327","20141227_183233_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-15","20141227_183233_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_S8_al-15/kmeans","4701","20141227192247"
"4699","4699","dfsioe_read","3678","20141227_174617_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z64_S8_al-14/dfsioe_read","2.72","ETH","RL2","4","10","1","65536","Snappy","64","al-14","20141227_174617_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z64_S8_al-14/dfsioe_read","4699","20141227191130"
"4698","4698","pagerank","2256","20141227_171132_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_S8_al-15/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-15","20141227_171132_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_S8_al-15/pagerank","4698","20141227180713"
"4693","4693","kmeans","2314","20141227_144637_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z64_S8_al-14/kmeans","1.71","ETH","RL2","4","10","1","65536","Snappy","64","al-14","20141227_144637_conf_ETH_RL2_b_m4_i10_r1_I65536_c3_z64_S8_al-14/kmeans","4693","20141227153638"
"4691","4691","kmeans","2313","20141227_140552_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_S8_al-15/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-15","20141227_140552_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_S8_al-15/kmeans","4691","20141227145514"
"4687","4687","dfsioe_read","5434","20141227_110832_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_S8_al-15/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-15","20141227_110832_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_S8_al-15/dfsioe_read","4687","20141227125805"
"4685","4685","dfsioe_read","3464","20141227_103112_conf_ETH_RL2_b_m4_i10_r1_I65536_c2_z128_S8_al-14/dfsioe_read","2.56","ETH","RL2","4","10","1","65536","BZIP2","128","al-14","20141227_103112_conf_ETH_RL2_b_m4_i10_r1_I65536_c2_z128_S8_al-14/dfsioe_read","4685","20141227114723"
"4683","4683","pagerank","2520","20141227_092738_conf_ETH_RL2_b_m4_i10_r1_I65536_c2_z128_S8_al-14/pagerank","1.86","ETH","RL2","4","10","1","65536","BZIP2","128","al-14","20141227_092738_conf_ETH_RL2_b_m4_i10_r1_I65536_c2_z128_S8_al-14/pagerank","4683","20141227102719"
