ID,Benchmark,Exe.Time,Net,Disk,Maps,IO.SFac,Rep,IO.FBuf,Comp,Blk.size,Cluster,Cl.Name,Datanodes,Headnodes,VM.OS,VM.Cores,VM.RAM,Provider,VM.Size,Service.Type,Bench.Type
6832,prep_kmeans,315.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6833,prep_wordcount,373.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6834,wordcount,1329.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6835,prep_sort,292.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6836,sort,594.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6837,pagerank,2782.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6838,prep_pagerank,749.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6839,dfsioe_read,4485.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6840,dfsioe_write,1324.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6841,prep_dfsioe,1175.000,ETH,RL1,8,10,1,65536,1,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6842,kmeans,2759.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6843,prep_kmeans,317.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6844,prep_wordcount,374.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6845,wordcount,1286.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6846,prep_sort,296.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6847,sort,585.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6848,pagerank,2682.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6849,prep_pagerank,762.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6850,dfsioe_read,4212.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6851,dfsioe_write,1306.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6852,prep_dfsioe,1074.000,ETH,RL1,8,10,1,65536,1,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6853,kmeans,2619.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6854,prep_kmeans,327.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6855,prep_wordcount,371.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6856,wordcount,1253.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6857,prep_sort,294.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6858,sort,595.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6859,pagerank,2619.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6860,prep_pagerank,752.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6861,dfsioe_read,4222.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6862,dfsioe_write,1185.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6863,prep_dfsioe,1082.000,ETH,RL1,8,10,1,65536,1,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6864,kmeans,2668.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6865,prep_kmeans,319.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6866,prep_wordcount,368.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6867,wordcount,1255.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6868,prep_sort,295.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6869,sort,636.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6870,pagerank,2685.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6871,prep_pagerank,747.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6872,dfsioe_read,3693.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6873,dfsioe_write,1340.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6874,prep_dfsioe,1094.000,ETH,RL1,8,10,1,65536,1,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6875,kmeans,2778.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6876,prep_kmeans,320.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6877,prep_wordcount,373.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6878,wordcount,1282.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6879,prep_sort,298.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6880,sort,574.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6881,pagerank,2645.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6882,prep_pagerank,766.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6883,dfsioe_read,4416.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6884,dfsioe_write,1270.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6885,prep_dfsioe,1052.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6886,kmeans,1489.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6887,prep_kmeans,320.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6888,prep_wordcount,373.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6889,wordcount,1326.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6890,prep_sort,292.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6891,sort,692.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6892,pagerank,2603.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6893,prep_pagerank,749.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6894,dfsioe_read,4257.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6895,dfsioe_write,1313.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6896,prep_dfsioe,1116.000,ETH,RL1,8,10,1,65536,2,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6897,kmeans,2763.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6898,prep_kmeans,326.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6899,prep_wordcount,373.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6900,wordcount,1284.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6901,prep_sort,299.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6902,sort,596.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6903,pagerank,2745.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6904,prep_pagerank,754.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6905,dfsioe_read,3946.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6906,dfsioe_write,1335.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6907,prep_dfsioe,1113.000,ETH,RL1,8,10,1,65536,2,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6908,kmeans,2618.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6909,prep_kmeans,318.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6910,prep_wordcount,372.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6911,wordcount,1261.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6912,prep_sort,296.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6913,sort,584.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6914,pagerank,2613.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6915,prep_pagerank,769.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6916,dfsioe_read,3649.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6917,dfsioe_write,1247.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6918,prep_dfsioe,1109.000,ETH,RL1,8,10,1,65536,2,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6919,kmeans,2704.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6920,prep_kmeans,315.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6921,prep_wordcount,377.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6922,wordcount,1242.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6923,prep_sort,298.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6924,sort,695.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6925,pagerank,2665.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6926,prep_pagerank,761.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6927,dfsioe_read,4447.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6928,dfsioe_write,1265.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6929,prep_dfsioe,1074.000,ETH,RL1,8,10,1,65536,2,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6930,kmeans,2772.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6931,prep_kmeans,318.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6932,prep_wordcount,372.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6933,wordcount,1277.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6934,prep_sort,292.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6935,sort,588.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6936,pagerank,2602.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6937,prep_pagerank,760.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6938,dfsioe_read,3791.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6939,dfsioe_write,1281.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6940,prep_dfsioe,1112.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6941,kmeans,2979.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6942,prep_kmeans,323.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6943,prep_wordcount,374.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6944,wordcount,1329.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6945,prep_sort,295.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6946,sort,638.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6947,pagerank,2587.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6948,prep_pagerank,765.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6949,dfsioe_read,4231.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6950,dfsioe_write,1405.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6951,prep_dfsioe,1121.000,ETH,RL1,8,10,1,65536,3,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6952,kmeans,2775.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6953,prep_kmeans,315.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6954,prep_wordcount,369.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6955,wordcount,1275.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6956,prep_sort,295.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6957,sort,583.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6958,pagerank,2635.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6959,prep_pagerank,764.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6960,dfsioe_read,4207.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6961,dfsioe_write,1381.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6962,prep_dfsioe,1115.000,ETH,RL1,8,10,1,65536,3,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6963,kmeans,2629.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6964,prep_kmeans,311.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6965,prep_wordcount,371.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6966,wordcount,1254.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6967,prep_sort,295.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6968,sort,629.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6969,pagerank,2707.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6970,prep_pagerank,785.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6971,dfsioe_read,4397.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6972,dfsioe_write,1202.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6973,prep_dfsioe,1105.000,ETH,RL1,8,10,1,65536,3,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6974,kmeans,2692.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6975,prep_kmeans,320.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6976,prep_wordcount,374.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6977,wordcount,1243.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6978,prep_sort,294.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6979,sort,656.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6980,pagerank,2773.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6981,prep_pagerank,754.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6982,dfsioe_read,3645.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6983,dfsioe_write,1346.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6984,prep_dfsioe,1126.000,ETH,RL1,8,10,1,65536,3,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6985,kmeans,2551.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6986,prep_kmeans,326.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6989,prep_sort,313.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6990,sort,663.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6991,pagerank,2897.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6992,prep_pagerank,803.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6993,dfsioe_read,3889.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6994,dfsioe_write,1362.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6995,prep_dfsioe,1104.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6996,kmeans,2713.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6997,prep_kmeans,318.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6998,prep_wordcount,403.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
6999,wordcount,1290.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7000,prep_sort,314.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7001,sort,717.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7002,pagerank,2885.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7003,prep_pagerank,812.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7004,dfsioe_read,3952.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7005,dfsioe_write,1322.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7006,prep_dfsioe,1146.000,ETH,RL1,10,10,1,65536,0,32,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7007,kmeans,2553.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7008,prep_kmeans,336.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7009,prep_wordcount,406.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7010,wordcount,1275.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7011,prep_sort,314.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7012,sort,692.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7013,pagerank,2835.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7014,prep_pagerank,800.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7015,dfsioe_read,4016.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7016,dfsioe_write,1310.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7017,prep_dfsioe,1101.000,ETH,RL1,10,10,1,65536,0,64,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7018,kmeans,2518.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7019,prep_kmeans,312.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7020,prep_wordcount,400.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7021,wordcount,1295.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7022,prep_sort,316.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7023,sort,701.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7024,pagerank,2854.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7025,prep_pagerank,803.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7026,dfsioe_read,4021.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7027,dfsioe_write,1332.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7028,prep_dfsioe,1163.000,ETH,RL1,10,10,1,65536,0,128,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7029,kmeans,2620.000,ETH,RL1,10,10,1,65536,0,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
7030,prep_kmeans,318.000,ETH,RL1,10,10,1,65536,0,256,2,al-02,3,1,linux,8,56.000,azure,A7,IaaS,HiBench
